title,info,img_url
阅读环保两不误：印尼一图书馆推出“垃圾换书”服务,每个工作日她都会骑着满载儿童图书的三轮车到村子里换取塑料杯、塑料袋和其他垃圾，然后再把一车垃圾带回。,//img2.chinadaily.com.cn/images/202111/09/618a2423a310cdd3d8195357.jpeg
气候大会敲响警钟，别让减排目标落空 | 小象漫评,气候变化问题已提出多年，没有太多时间拖延。希望美国为首的发达国家少动点嘴，多跑跑腿,//img2.chinadaily.com.cn/images/202111/09/618a17c4a310cdd3d81951ab.jpeg
一课译词：引人注目,“引人注目”，形容由于与众不同或明显的特性而引起人的注意。可以翻译为be eye-catching / striking / conspicuous。,//img2.chinadaily.com.cn/images/202110/25/617670f0a310cdd3d815a0e3.jpeg
每日新闻播报（October 25）,今日播报内容：成渝地区双城经济圈建设规划纲要发布；印新人坐大锅去婚礼现场；还遮黑眼圈?'下眼妆'正流行；看电视是否会'越看越饿'。,//img2.chinadaily.com.cn/images/202110/25/617660cea310cdd3d81599a3.jpeg
史诗大片《沙丘》首周开画创佳绩 线下比线上吸引力更大,尽管是线上线下同步上映，备受期待的科幻史诗大片《沙丘》上周末依然斩获了票房佳绩，创下了华纳疫情以来首周开画新高。,//img2.chinadaily.com.cn/images/202110/25/61765a69a310cdd3d815993a.jpeg
习近平在中华人民共和国恢复联合国合法席位50周年纪念会议上的讲话（双语全文）,新中国恢复在联合国合法席位，是世界上的一个大事件，也是联合国的一个大事件。,//img2.chinadaily.com.cn/images/202110/25/6176563ba310cdd3d8159887.jpeg
我国将在部分地区开展房地产税改革试点,试点地区的房地产税征税对象为居住用和非居住用等各类房地产，不包括依法拥有的农村宅基地及其上住宅。,//img2.chinadaily.com.cn/images/202110/25/61764342a310cdd3d8159407.jpeg
我们再熟悉不过的“充电宝”、“流量”用英语怎么说？,现代社会，手机发挥着越来越重要的作用，重要到它关系着我们生活的方方面面，衣食住行都需要用到手机。今天我们就来学习与手机相关的一些英文表达。,//img2.chinadaily.com.cn/images/202110/25/61762275a310cdd3d8158cc6.jpeg
中共中央 国务院关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见（双语全文）,坚定不移走生态优先、绿色低碳的高质量发展道路。,//img2.chinadaily.com.cn/images/202110/25/61760c70a310cdd3d8157c0e.jpeg
旅行社推出睡眠巴士，专治失眠……为什么人一坐车就犯困？,香港一家旅行社专为失眠人士打造了睡眠巴士之旅，这条旅游线路全程76公里，车程5小时，游客可以乘坐巴士在睡梦中环游香港。,//img2.chinadaily.com.cn/images/202110/25/6175f385a310cdd3d8156862.jpeg
武大恋爱课爆火：“窗户上都挂满了人”,近日，武汉大学名为《恋爱心理学》的讲座爆火，来晚的同学一度爬上窗台、蹲在过道、挤满教室门口。,//img2.chinadaily.com.cn/images/202110/24/6174a205a310cdd3d8154a76.jpeg
25岁学霸成“双一流”高校博导，网友羡慕：我还没毕业......,25岁被重庆大学作为人才引进，直接聘为正高/博导岗位，入职半年实现学院顶级国际学术会议论文零的突破……,//img2.chinadaily.com.cn/images/202110/23/61735e94a310cdd3d8152df9.jpeg
每日新闻播报（October 22）,今日播报内容：今年粮食产量将再创新高；中老铁路进入开通运营倒计时；美将批准混合接种疫苗加强针；网信办整治账号运营乱象,//img2.chinadaily.com.cn/images/202110/22/6172916aa310cdd3d8151749.jpeg
一课译词：同流合污,同流合污，现在多指跟坏人一起做坏事。可以翻译为“go along with somebody in his evil deeds”。,//img2.chinadaily.com.cn/images/202110/22/61728bf1a310cdd3d81516e1.jpeg
每日一词∣成渝地区双城经济圈 Chengdu-Chongqing economic circle,推动成渝地区形成有实力、有特色的双城经济圈，打造带动全国高质量发展的重要增长极和新的动力源。,//img2.chinadaily.com.cn/images/202110/22/61727d94a310cdd3d8151493.jpeg
酒后不能开车 但是“酒后余糟”却能给车加油,苏格兰一家生物科技公司用威士忌酿造过程中留下的麦渣和酒糟生产出了可持续的燃料，让酒和车这对冤家也可以愉快合作。,//img2.chinadaily.com.cn/images/202110/22/617263d7a310cdd3d81508dc.jpeg
On brand? 符合品牌定位,On brand意思是产品符合公司的风格和价值观。,//img2.chinadaily.com.cn/images/202110/22/61724a94a310cdd3d814ff02.jpeg
青海湖水体面积增至17年来最大值,截至2021年9月底，青海湖水体面积为4625.6平方公里，比去年同期增加36.8平方公里。,//img2.chinadaily.com.cn/images/202110/22/61726a90a310cdd3d8150c0d.jpeg
为什么睡觉用“zzz”表示？,漫画中的人物如果睡熟了，头顶上就会出现“zZZ”的标记。为什么“zzz”可以用来表示睡觉呢？,//img2.chinadaily.com.cn/images/202110/22/61721e1da310cdd3d814ef46.jpeg
艺术家用咖啡液作画，水果、砂糖都能变颜料……,有些人非常有天赋，他们可以从意想不到的事情中获得艺术灵感，比如洒出来的饮品。,//img2.chinadaily.com.cn/images/202110/22/6172121ca310cdd3d814e7c9.jpeg
每日新闻播报（October 21）,今日播报内容：家庭教育促进法草案三审；IMF调低亚洲经济增长预测；'长津湖'票房突破50亿大关；俄太空电影摄制组返回地球,//img2.chinadaily.com.cn/images/202110/21/617141c6a310cdd3d814d674.jpeg
一课译词：别出心裁,别出心裁，出于个人内心的创造、构思、筹划。形容独创一格，与众不同。可以翻译为“adopt an original approach”。,//img2.chinadaily.com.cn/images/202110/21/61713085a310cdd3d814d4df.jpeg
每日一词∣基础教育综合改革实验区,教育部基础教育综合改革实验区涵盖了省级市、计划单列市、副省级市、地级市、高新技术产业开发区、县级市等，具有广泛的代表性。,//img2.chinadaily.com.cn/images/202110/21/61712c14a310cdd3d814d498.jpeg
王力宏牛津大学演讲《认识华流》,音乐能打破人与人之间的隔阂，能让人们看到彼此的相似点而不是不同点，同时音乐也是一股强大的影响他人、激励他人的力量。,//img2.chinadaily.com.cn/images/202110/21/61711059a310cdd3d814ce0b.jpeg
世卫组织警告：新冠疫情可能会持续至2022年末,世界卫生组织表示，由于贫穷国家无法获得所需疫苗，新冠疫情很可能将持续到2022年末。目前非洲的疫苗接种率仅为5%。,//img2.chinadaily.com.cn/images/202110/21/61710e04a310cdd3d814cd47.jpeg
嫦娥五号月球样品最新研究成果发布 刷新月球演化传统认知,这些玄武岩来自于约20亿年前的岩浆活动，比以往月球样品限定的岩浆活动停止时间晚了约8亿—9亿年。,//img2.chinadaily.com.cn/images/202110/21/61710101a310cdd3d814ca51.jpeg
结账时可以用到的英语语句,在餐馆用餐后，怎样向服务人员表示“结账”？如果是与朋友一起吃饭，怎样用英语提出你想请客？有哪些英语说法可以分别表示“AA制”和“各付各的”？,//img2.chinadaily.com.cn/images/202110/21/6170c969a310cdd3d814b6d5.jpeg
美国说唱歌手坎耶·韦斯特正式改名为“Ye（耶）”,美国说唱歌坎耶·韦斯特申请改名为“Ye（耶）”获得洛杉矶法院批准。这意味着此后他的全名为Ye，没有姓氏和中间名。,//img2.chinadaily.com.cn/images/202110/21/6170ad84a310cdd3d814a82c.jpeg
每日新闻播报（October 20）,今日播报内容：前三季度GDP同比增9.8%；'百年百大考古发现'揭晓；北京冬奥会圣火采集成功；美国前国务卿因新冠去世,//img2.chinadaily.com.cn/images/202110/20/616fe6b2a310cdd3d8149d8a.jpeg
一课译词：似曾相识,“似曾相识”，汉语成语，意思是好像曾经见过。形容见过的事物再度出现。可以翻译为“have a sense of déjà vu”。,//img2.chinadaily.com.cn/images/202110/20/616fddaba310cdd3d8149c74.jpeg
每日一词∣数字经济健康发展 sound development of digital economy,发展数字经济是把握新一轮科技革命和产业变革新机遇的战略选择。,//img2.chinadaily.com.cn/images/202110/20/616fda94a310cdd3d8149bcb.jpeg
洪水也不能阻挡！印度新人乘坐大锅前往婚礼现场,即使街道被洪水淹没，也阻挡不了一对印度新人结婚的脚步。因为不想错过吉时，他们“以锅为船”前往婚礼现场。,//img2.chinadaily.com.cn/images/202110/20/616fc568a310cdd3d81494e1.jpeg
商务部：中国已完全履行“入世”承诺,中国已完全履行加入WTO时作出的承诺，WTO几任总干事及大部分WTO成员都对此给予充分肯定和普遍认可。,//img2.chinadaily.com.cn/images/202110/29/617b6c11a310cdd3d8169ec5.jpeg
sit down with someone可不是“和某人坐一起”,单从字面上理解就不对了，sit down with someone可不是“和某人坐在一起”的意思。正确意思是什么呢？一起看看吧。,//img2.chinadaily.com.cn/images/202110/29/617b55a4a310cdd3d816977b.jpeg
李克强在第16届东亚峰会上的讲话（双语全文）,东亚作为世界经济增长的重要引擎，要推动抗击疫情和复苏经济两个轮子一起转，不断为全球发展注入动力。,//img2.chinadaily.com.cn/images/202110/29/617b4a43a310cdd3d8168857.jpeg
"魔幻：为了防止""瘾君子""吸食过量，美国将开设毒品安全注射中心",罗德岛州即将开设全美首个毒品安全注射中心，在这里吸毒者能够在工作人员监督下注射毒品，防止用药过量致死。,//img2.chinadaily.com.cn/images/202110/29/617b3985a310cdd3d8167e9a.jpeg
每日新闻播报（October 28）,今日播报内容：北京冬奥会奖牌'同心'发布；首发'上海号'中欧班列抵达汉堡；儿童青少年总体近视率下降；乔丹运动鞋拍卖价创纪录。,//img2.chinadaily.com.cn/images/202110/28/617a7259a310cdd3d8166f70.jpeg
一课译词：挺身而出,“挺身而出”，汉语成语，形容面对着艰难或危险的事情，勇敢地站出来。可以翻译为“step forward bravely (boldly)”。,//img2.chinadaily.com.cn/images/202110/28/617a6ec6a310cdd3d8166f41.jpeg
每日一词∣武器装备建设 weaponry and equipment development,全面开创武器装备建设新局面，为实现建军一百年奋斗目标作出积极贡献。,//img2.chinadaily.com.cn/images/202110/28/617a6695a310cdd3d8166e11.jpeg
研究揭秘：为什么自恋者升职更容易？,研究发现，自恋者会高估自己的贡献，并喜欢自我宣传，但调查显示，主管更愿意提拔这样的员工，而且并不反感自我宣传行为。,//img2.chinadaily.com.cn/images/202110/28/617a3f3ea310cdd3d81665db.jpeg
汽车出故障时能用到的英语语句,开车出行时，最不希望发生的事情之一就是汽车出现故障。怎样用英语描述驾车时遇到的问题？“爆胎”、“没油”、“抛锚”等，用英语怎么说？,//img2.chinadaily.com.cn/images/202110/28/617a156ea310cdd3d81660e3.jpeg
两部门：各地严格控制新建超高层建筑,城区常住人口300万人口以下城市严格限制新建150米以上超高层建筑，不得新建250米以上超高层建筑。,//img2.chinadaily.com.cn/images/202110/28/617a10f7a310cdd3d81660b4.jpeg
联合国敲响“气候警钟”：全球将升温2.7摄氏度,报告称，世界各国并没有积极行动来兑现减排承诺，照此下去，全球气温会上升至少2.7摄氏度，这将会产生灾难性的后果。,//img2.chinadaily.com.cn/images/202110/28/6179f679a310cdd3d8164120.jpeg
一课译词：马不停蹄,“马不停蹄”，汉语成语，马不停止地急促向前跑（the horse never stops running），比喻不间断地行进。,//img2.chinadaily.com.cn/images/202110/27/61791894a310cdd3d816276b.jpeg
TED演讲：百分之百原则可以改变你的一生,为什么大多数人在减肥或摆脱坏习惯方面都很困难？有没有可能摆脱不必要的退步，并永久改变我们的坏习惯呢？,//img2.chinadaily.com.cn/images/202110/27/617916a8a310cdd3d81624f7.jpeg
每日一词∣北京2022年冬奥会倒计时100天,北京将成为第一个举办过夏季奥林匹克运动会和冬季奥林匹克运动会以及亚洲运动会三项国际赛事的城市。,//img2.chinadaily.com.cn/images/202110/27/61791514a310cdd3d81623c1.jpeg
中国应对气候变化的政策与行动（双语全文）,国务院新闻办公室10月27日发表《中国应对气候变化的政策与行动》白皮书。,//img2.chinadaily.com.cn/images/202110/27/6179136aa310cdd3d816230b.png
每日一词∣高水平开放 high-standard opening-up,中国扩大高水平开放的决心不会变，同世界分享发展机遇的决心不会变。,//img2.chinadaily.com.cn/images/202111/05/6184f294a310cdd3d8184cc8.jpeg
全球首个！英国批准首款抗新冠口服药,英国11月4日宣布，已批准美国默克公司研发的口服抗新冠药物莫那比拉韦用于特定新冠患者。,//img2.chinadaily.com.cn/images/202111/05/6184ea6ca310cdd3d81848e6.jpeg
Kept at an arm’s length? 保持距离,Keep somebody at arm's length意思是和某人保持距离，避免与某人亲近。,//img2.chinadaily.com.cn/images/202111/05/6184bd24a310cdd3d8183f16.jpeg
长三角对全国经济贡献率持续提高,长三角地区对全国经济贡献率持续提高，全国发展强劲活跃增长极基本形成。,//img2.chinadaily.com.cn/images/202111/09/618a320ca310cdd3d81954db.jpeg
“微醺、大醉...”各种关于醉的英文表达~,在中文里表达喝醉有不同的程度，比如“微醺”“烂醉”等等，其实在英语里也有不同的表达方法，今天我们就来一起学习下各种关于“醉”的表达吧~,//img2.chinadaily.com.cn/images/202111/05/61849478a310cdd3d81832ac.jpeg
睡前喝杯热牛奶，真的可以睡得更好?,牛奶助眠是一种心理安慰，还是有科学依据？下面就来一起探究牛奶与睡眠的关系吧。,//img2.chinadaily.com.cn/images/202111/05/61847405a310cdd3d81820b0.jpeg
一课译词：负荆请罪,“负荆请罪”，字面意思是背着荆杖，向当事人请罪，用于赔礼道歉的场合，形容主动向人认错、道歉，自请责罚。,//img2.chinadaily.com.cn/images/202111/04/6183a508a310cdd3d817fe4a.jpeg
每日一词∣粮食节约行动方案 action plan on saving food,节粮减损有助于稳产保供，强化粮食安全。,//img2.chinadaily.com.cn/images/202111/04/6183a114a310cdd3d817fd0d.jpeg
每日新闻播报（November 4）,今日播报内容：第四届进博会开幕在即；'生活性服务业30条'出台；保障性租赁住房已开工72万套；上海迪士尼乐园恢复运营。,//img2.chinadaily.com.cn/images/202111/04/61839fcba310cdd3d817fc2b.jpeg
TED演讲：帮助你优化决策的3个方法,认知科学家汤姆 · 格里菲斯向我们展示了如何把电脑的逻辑应用在解决人类问题上，并分享了帮你做出更优决策的三个方法。,//img2.chinadaily.com.cn/images/202111/04/61837fe8a310cdd3d817f3a5.jpeg
警惕！完成疫苗接种者依然会传播新冠病毒,英国一项新研究发现，完成两剂疫苗接种的人依然会感染并传播新冠病毒，即使没有症状，传染性也和未接种者一样强。,//img2.chinadaily.com.cn/images/202111/04/618371fea310cdd3d817f09a.jpeg
顾诵芬、王大中获国家最高科学技术奖,飞机设计大师顾诵芬和核能科学家王大中因在科技创新中的突出贡献荣获国家最高科学技术奖。,//img2.chinadaily.com.cn/images/202111/04/61836ee6a310cdd3d817f02b.jpeg
描述家务活时能用到的英语说法,家务活“housework”是我们日常家居生活中逃不开的一部分。你通常承担哪一项家务？“扫地、拖地、吸尘、洗衣服、晾衣服、买菜、洗碗”等用英语怎么说？,//img2.chinadaily.com.cn/images/202111/04/61835b60a310cdd3d817eba7.jpeg
迪士尼新晋万人迷：一只没有故事的小狐狸,大大的眼睛，卷翘的睫毛，玲娜贝儿走红不仅是靠高颜值，更是因为她活泼可爱的个性和撒娇卖萌的技术。,//img2.chinadaily.com.cn/images/202111/04/61832288a310cdd3d817ce38.jpeg
每日新闻播报（November 3）,今日播报内容：个人信息保护法正式实施；世界顶尖科学家论坛开幕；铁路儿童票拟以年龄划分；全球新冠死亡病例超500万。,//img2.chinadaily.com.cn/images/202111/03/61825770a310cdd3d817bdc6.jpeg
Fan base? 粉丝群,Fan base指的是粉丝群。,//img2.chinadaily.com.cn/images/202111/09/618a0e18a310cdd3d8194efb.jpeg
央行推出碳减排支持工具,推出碳减排支持工具，以稳步有序、精准直达方式，支持清洁能源、节能环保、碳减排技术等重点领域的发展。,//img2.chinadaily.com.cn/images/202111/09/618a320ca310cdd3d81954eb.jpeg
一课译词：车水马龙,“车水马龙”，字面意思是车像流水，马像游龙（endless stream of horses and carriages），形容热闹繁华的景象。,//img2.chinadaily.com.cn/images/202111/09/618a0055a310cdd3d8194dbc.jpeg
冷空气已到货！关于“冷”的英语表达你知道多少？,说到“冷”，我们可能首先想到的英语单词都是“cold”。其实除了“cold”还有很多词或短语能够表达寒冷。,//img2.chinadaily.com.cn/images/202111/09/6189ead1a310cdd3d8194b37.jpeg
每日新闻播报（November 8）,今日播报内容有：Facebook正式宣布更名为Meta，Vax当选牛津词典年度词汇等。,//img2.chinadaily.com.cn/images/202111/09/6189d485a310cdd3d8193842.jpeg
每日一词∣ 污染防治攻坚战 the nationwide battle to prevent and control pollution,进入新发展阶段，我国已明确碳达峰、碳中和目标愿景。,//img2.chinadaily.com.cn/images/202111/08/6188e714a310cdd3d81914ec.jpeg
和宠物一起睡到底好不好？科学家帮你认清利弊,和宠物同床睡觉对身心健康是利大于弊，还是弊大于利？来听听科学家怎么说。,//img2.chinadaily.com.cn/images/202111/08/6188dc27a310cdd3d8190f44.jpeg
神舟十三号首次出舱活动圆满成功 中国女航天员首次出舱,这是神舟十三号航天员乘组首次出舱活动，也是中国航天史上首次有女航天员参加的出舱活动。,//img2.chinadaily.com.cn/images/202111/08/6188b237a310cdd3d818fb93.jpeg
一课译词：中流砥柱,“中流砥柱”，比喻能担当重任，在艰难环境中起支柱作用的集体或个人。可以翻译为“mainstay，tower of strength”等。,//img2.chinadaily.com.cn/images/202111/08/6188aed5a310cdd3d818fb42.jpeg
初雪告白特辑｜十句英媒评选文学作品中最浪漫的情话,今天，为你献上英媒评选出文学作品中最浪漫的十大告白情话，一起感受冬日的温暖告白~,//img2.chinadaily.com.cn/images/202111/08/6188991ea310cdd3d818f5cd.jpeg
解惑：什么食物才算是三明治？,三明治到底是什么？有人认为两片面包夹个东西就是三明治，那么热狗算不算三明治？来看看什么食物才称得上三明治。,//img2.chinadaily.com.cn/images/202111/08/61887697a310cdd3d818da11.jpeg
职场挫败感不好受  试试这5个方法去克服它,不得志的滋味不好受。失败了没什么，关键是如何以好的心态面对它，并从中有所收获。面对职场挫败，这里有一些不错的建议。,//img2.chinadaily.com.cn/images/202111/07/61871705a310cdd3d8189e79.jpeg
网传“橘子吃多了会变成小黄人”？专家：是真的！,橘子吃多确实会使皮肤变黄，这种现象也叫“高胡萝卜素血症”。,//img2.chinadaily.com.cn/images/202111/06/6185d39ba310cdd3d8186bac.jpeg
每日新闻播报（November 5）,今日播报内容：顾诵芬、王大中获国家最高科学技术奖；我国粮食库存充足、口粮绝对安全；RCEP将于明年1月1日生效；美众议员拒戴口罩被罚款。,//img2.chinadaily.com.cn/images/202111/05/6184fc19a310cdd3d8185228.jpeg
一课译词：面红耳赤,“面红耳赤”，形容因羞愧、激动、焦急、生气、发热、过分用力而脸色发红的样子。可以翻译为“be flushed”。,//img2.chinadaily.com.cn/images/202111/05/6184fa0ba310cdd3d8185170.jpeg
每日新闻播报（October 27）,今日播报内容：北京冬奥会防疫手册发布；国考报名人数首次突破200万；全国绿色建筑面积超66亿平方米；拜登签署美国入境新规。,//img2.chinadaily.com.cn/images/202110/27/617909daa310cdd3d816214b.jpeg
北京2022年冬奥会奖牌“同心”发布！背后隐藏这些设计细节,10月26日，在北京冬奥会开幕倒计时100天之际，北京2022年冬奥会、冬残奥会奖牌“同心”揭晓。,//img2.chinadaily.com.cn/images/202110/27/6178fcbfa310cdd3d8161d37.jpeg
打电话时说的I'm losing you是什么意思？,打电话时信号不好的情况相信小伙伴们都遇到过。那么，“信号差”“没信号”用英语该怎么表达呢？下面就一起来看一看吧～,//img2.chinadaily.com.cn/images/202110/27/6178c74fa310cdd3d81614b7.jpeg
首发“上海号”中欧班列抵达德国汉堡,在目前全球物流链遭遇困难的背景下，“上海号”的开行在欧洲和亚洲之间建立了新的铁路货运线路。,//img2.chinadaily.com.cn/images/202110/27/6178c226a310cdd3d8161272.jpeg
以假乱真？英国多家超市货架空空，用照片替代实物,英媒称，由于供应问题加上产品种类减少，很多超市供货不足，只能采取此操作，掩盖略显空荡的货架。,//img2.chinadaily.com.cn/images/202110/27/61789685a310cdd3d815f451.jpeg
每日一词∣“双碳”目标 carbon peaking and carbon neutrality goals,中国将陆续发布重点领域和行业碳达峰实施方案和一系列支撑保障措施，构建起碳达峰、碳中和“1+N”政策体系。,//img2.chinadaily.com.cn/images/202110/26/6177c394a310cdd3d815e4a4.jpeg
每日新闻播报（October 26）,今日播报内容：碳达峰碳中和中央层面总体部署亮相；本轮疫情源头来自境外；部分地区将开展房地产税改革试点；美财长耶伦:通胀并未失控。,//img2.chinadaily.com.cn/images/202110/26/6177c300a310cdd3d815e485.jpeg
一课译词：惊慌失措,“惊慌失措”，指害怕、慌张，吓得举止失去常态，不知如何是好。可以翻译为“be like a rabbit caught in the headlights”。,//img2.chinadaily.com.cn/images/202110/26/6177c768a310cdd3d815e4c9.jpeg
社交媒体让人情绪低落？科学家告诉你如何变开心,研究反复证实，社交媒体上的负面新闻看多了对人的精神健康有害无益。尽管如此，疫情期间想要“戒掉”社交媒体实在太难。,//img2.chinadaily.com.cn/images/202110/26/6177b768a310cdd3d815e1f1.jpeg
After a fashion? 多多少少,After a fashion意思是多多少少，或多或少，马马虎虎。,//img2.chinadaily.com.cn/images/202110/26/61779928a310cdd3d815dc5c.jpeg
“手头紧”用英语怎么表达？,小伙伴们，你们知道“手头紧”用英语怎么表达吗？今天，我们就来学习一些关于金钱的英文表达~,//img2.chinadaily.com.cn/images/202110/26/6177758ea310cdd3d815d82b.jpeg
北京2022年冬奥会《防疫手册》发布,《防疫手册》分两本，一本面向运动员和随队官员，另一本面向所有其他利益相关方，为其提供了全面的防疫指导。,//img2.chinadaily.com.cn/images/202110/29/617b9934a310cdd3d816a2f5.jpeg
究竟是拜登，还是特朗普？ | 小象漫评,美国总统拜登上台已十个月，但他的所作所为跟特朗普本质上似乎没太大差别。,//img2.chinadaily.com.cn/images/202110/26/61775bd5a310cdd3d815c4c5.jpeg
日本酒店推出“灯笼聚餐”，降低新冠病毒传播风险,东京某酒店向客人提供一个悬挂在天花板上的大灯笼，客人可在这个灯笼内就餐，以此降低新冠病毒通过飞沫传播的风险。,//img2.chinadaily.com.cn/images/202110/26/61774505a310cdd3d815b082.jpeg
每日一词∣中华人民共和国恢复联合国合法席位50周年,50年来，中国始终恪守联合国宪章的宗旨和原则，全力支持联合国事业。,//img2.chinadaily.com.cn/images/202110/25/61767214a310cdd3d815a0ec.jpeg
一课译词：口若悬河,“口若悬河”，汉语成语，意为说话滔滔不绝，像河水倾泄一样。形容能说善辩，话语不断。可以翻译为“speak volubly”。,//img2.chinadaily.com.cn/images/202111/01/617fb58ba310cdd3d8173b86.jpeg
每日一词∣二十国集团领导人峰会 the G20 leaders' summit,二十国集团要负起应有责任，为了人类未来、人民福祉，坚持开放包容、合作共赢，践行真正的多边主义，推动构建人类命运共同体。,//img2.chinadaily.com.cn/images/202111/01/617fad46a310cdd3d81739e1.jpeg
每日新闻播报（November 1）,"今日播报内容：世卫:新冠疫情或持续至2022年末；日本酒店推出'灯笼聚餐'；英国超市用照片替代实物；疫情致英国婴儿潮一代""回巢""。",//img2.chinadaily.com.cn/images/202111/01/617fa976a310cdd3d817399a.jpeg
不容错过！11月必看的5部新片,迪士尼第60部动画长片《魔法满屋》、基于真实谋杀案件的《古驰家族》，有望冲击奥斯卡大奖的《贝尔法斯特》，每一部都不容错过。,//img2.chinadaily.com.cn/images/202111/01/617fa7efa310cdd3d8173961.jpeg
国家卫健委：力争12月底前完成3至11岁人群全程接种,新冠病毒灭活疫苗在3—11岁人群中的安全性和免疫原性，与18岁以上人群没有显著性差异。,//img2.chinadaily.com.cn/images/202111/01/617f5d74a310cdd3d817271d.jpeg
同样表示“确保”，assure、ensure和insure有什么区别？,广义上，这三个动词都意味着确保或担保。但其中又有哪些细微的差别，今天一起来学习一下！,//img2.chinadaily.com.cn/images/202111/01/617f5b2ca310cdd3d81725e2.jpeg
习近平在二十国集团领导人第十六次峰会第一阶段会议上的讲话（双语全文）,构建人类命运共同体需要世界各国不懈努力。道阻且长，行则将至，行而不辍，则未来可期。,//img2.chinadaily.com.cn/images/202111/01/617f401fa310cdd3d81717a6.jpeg
为什么黑猫在西方文化中是不祥之兆？,在西方文化中，黑猫通常与厄运、邪恶联系在一起，关于黑猫的迷信说法有许多，这是为什么呢？,//img2.chinadaily.com.cn/images/202111/01/617f2e05a310cdd3d8170f01.jpeg
Quora精选：为什么聪明人话都少？,为什么有些聪明人很安静？来看看Quora网友的高赞回答。,//img2.chinadaily.com.cn/images/202110/31/617ddc85a310cdd3d816eefb.jpeg
梦到掉牙、考试挂科、找不到厕所？你做噩梦的原因解析来了......,弗洛伊德在《梦的解析》中说，梦是人们压抑愿望的伪装表现形式，那么这些常见的噩梦都表达了什么寓意呢？,//img2.chinadaily.com.cn/images/202110/30/617c8b05a310cdd3d816c19d.jpeg
每日新闻播报（October 29）,今日播报内容：《中国应对气候变化的政策与行动》白皮书发布；16省份城乡居民养老金上涨；两部门:严格控制新建超高层建筑；联合国:全球将升温2.7摄氏度,//img2.chinadaily.com.cn/images/202110/29/617bc5c9a310cdd3d816b414.jpeg
一课译词：尽人皆知,尽人皆知，汉语成语，同“人尽皆知”，意思是全部的人都知道，比喻一件事流传很广泛。可以翻译为“be known to all”。,//img2.chinadaily.com.cn/images/202110/29/617bbe30a310cdd3d816b25f.jpeg
